duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type,service,flag,attack_category
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4,141,1.0,0.0,0.25,0.04,0.0,0.01,1.0,0.99,tcp,http,REJ,Normal
0,271,1646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,1.0,0.0,0.67,23,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,100,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,64,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
28,1209,3373,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tcp,ftp,SF,Normal
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,129,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0.0,0.0,0.0,0.0,0.7,0.2,0.0,255,7,0.03,0.96,0.05,0.0,0.03,0.0,0.92,0.0,udp,private,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,10,1.0,1.0,0.0,0.0,0.06,0.07,0.0,255,10,0.04,0.09,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,1874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78,72,0.44,0.06,0.44,0.03,0.0,0.01,0.0,0.0,tcp,ftp_data,SF,Normal
0,265,3781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,501760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,116,0.42,0.04,0.42,0.02,0.0,0.01,0.0,0.0,tcp,ftp_data,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,7,1.0,1.0,0.0,0.0,0.03,0.05,0.0,255,7,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0.0,tcp,iso_tsap,S0,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,4,1.0,1.0,0.0,0.0,0.02,0.07,0.0,255,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,tcp,ctf,S0,DoS
0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,246,0.96,0.01,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.14,0.0,0.86,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.22,0.0,0.78,1.0,tcp,other,REJ,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1,0.06,0.0,0.92,1.0,0.01,1.0,0.0,255,1,0.0,0.71,0.0,0.0,0.03,0.0,0.48,1.0,tcp,private,REJ,Probe
0,228,3276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,20,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,59,231,1.0,0.0,0.02,0.16,0.0,0.0,0.93,0.98,tcp,http,REJ,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,71,1.0,0.0,1.0,0.24,0.0,0.0,1.0,1.0,tcp,http,REJ,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,12,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,12,0.05,0.07,0.0,0.0,0.0,0.0,1.0,1.0,tcp,auth,REJ,DoS
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,13,1.0,0.0,1.0,0.54,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0.0,0.0,0.0,0.0,0.09,0.82,0.0,255,1,0.0,0.46,0.65,0.0,0.03,0.0,0.33,0.0,udp,private,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,12,1.0,1.0,0.0,0.0,0.06,0.06,0.0,255,13,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,38,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,9,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,9,0.04,0.08,0.0,0.0,0.0,0.0,1.0,1.0,tcp,whois,REJ,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.35,0.29,0.0,0.24,0.0,0.29,1.0,tcp,private,REJ,Probe
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,4,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1.0,1.0,0.0,0.0,0.1,0.19,0.0,255,62,0.24,0.03,0.0,0.0,1.0,1.0,0.0,0.0,tcp,telnet,S0,DoS
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,634,451,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51,232,0.69,0.06,0.02,0.01,0.29,0.0,0.0,0.0,tcp,smtp,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,4,1.0,1.0,0.0,0.0,0.02,0.07,0.0,255,4,0.02,0.08,0.0,0.0,1.0,1.0,0.0,0.0,tcp,link,S0,DoS
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0.0,0.0,0.0,0.0,0.73,0.12,0.0,255,19,0.07,0.58,0.46,0.0,0.05,0.0,0.49,0.0,udp,private,SF,Probe
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0.0,0.0,0.0,0.0,0.2,0.15,0.0,255,4,0.02,0.62,0.52,0.0,0.0,0.0,0.48,0.0,udp,private,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.5,1.0,0.5,1.0,0.0,255,1,0.0,0.96,0.96,0.0,0.0,0.0,0.96,1.0,tcp,private,RSTR,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.43,0.43,1.0,0.0,0.0,20,100,1.0,0.0,0.05,0.2,0.0,0.0,0.8,0.96,tcp,http,REJ,Normal
0,43,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,220,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,tcp,hostnames,RSTR,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,19,0.0,0.0,1.0,1.0,0.07,0.06,0.0,255,19,0.07,0.07,0.0,0.0,0.0,0.0,1.0,1.0,tcp,discard,RSTO,DoS
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,44,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,0.0,0.0,0.0,0.0,0.9,0.07,0.0,255,26,0.1,0.26,1.0,0.0,0.0,0.0,0.0,0.0,udp,private,SF,Probe
0,249,1875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,240,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,383,1672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,28,0.0,0.0,0.0,0.0,1.0,0.0,0.14,99,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0.0,0.0,0.0,0.0,0.5,0.2,0.0,255,32,0.13,0.25,0.74,0.0,0.0,0.0,0.23,0.0,udp,private,SF,Probe
0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,125,0.49,0.17,0.49,0.0,0.0,0.0,0.0,0.0,icmp,ecr_i,SF,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,3,1.0,1.0,0.0,0.0,0.02,0.06,0.0,255,12,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0.0,tcp,exec,S0,DoS
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,3,1.0,1.0,0.0,0.0,0.02,0.08,0.0,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,tcp,time,S0,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,202,1,0.0,0.19,0.17,0.0,0.0,0.0,0.18,1.0,tcp,netstat,RSTR,Probe
36550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,tcp,private,RSTR,Probe
0,375,1856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,tcp,shell,RSTO,Probe
0,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.2,0.2,1.0,0.0,0.0,87,87,1.0,0.0,0.01,0.0,0.0,0.0,0.05,0.05,tcp,http,SF,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,12,0.0,0.0,1.0,1.0,0.05,0.07,0.0,255,12,0.05,0.07,0.0,0.0,0.0,0.0,1.0,1.0,tcp,pop_3,RSTO,DoS
0,293,3542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,tcp,http,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,4,1.0,1.0,0.0,0.0,0.03,0.07,0.0,255,18,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.07,1.0,0.93,0.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.06,1.0,0.94,0.0,tcp,other,S0,Probe
36467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,1.0,tcp,private,RSTR,Probe
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,106,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,18,1.0,1.0,0.0,0.0,0.07,0.06,0.0,255,15,0.06,0.08,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,174,12331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,225,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,45,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,251,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,Normal
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,74,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,20,1.0,1.0,0.0,0.0,0.15,0.07,0.0,255,2,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,175,173,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,udp,private,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,14,1.0,1.0,0.0,0.0,0.05,0.05,0.0,255,14,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,tcp,iso_tsap,S0,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,9,1.0,1.0,0.0,0.0,0.1,0.08,0.0,255,9,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0.0,tcp,exec,S0,DoS
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,80,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,42,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,88,0.0,0.0,0.0,0.0,1.0,0.0,0.05,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,17,1.0,1.0,0.0,0.0,0.06,0.06,0.0,255,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,15,1.0,1.0,0.0,0.0,0.19,0.06,0.0,255,15,0.06,0.05,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,4,0.99,1.0,0.0,0.0,0.02,0.07,0.0,255,4,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,108,66,0.61,0.03,0.01,0.0,0.0,0.0,0.61,1.0,tcp,http,REJ,Normal
0,273,858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,18,0.0,0.0,0.0,0.0,1.0,0.0,0.22,26,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
40295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,2,0.01,0.44,0.87,0.0,0.0,0.0,0.87,1.0,tcp,private,RSTR,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,1.0,1.0,0.0,0.0,0.48,0.14,0.0,255,14,0.05,0.08,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,373,870,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73,231,1.0,0.0,0.01,0.19,0.0,0.0,0.08,0.71,tcp,http,SF,Normal
0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,icmp,ecr_i,SF,DoS
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,14,0.0,0.0,0.0,0.0,0.2,0.06,0.0,255,37,0.15,0.23,1.0,0.0,0.0,0.0,0.0,0.0,udp,private,SF,Probe
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.2,0.4,0.0,255,1,0.0,0.88,0.14,0.0,0.03,0.0,0.84,0.0,udp,private,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,48,28,0.58,0.04,0.02,0.0,0.96,0.93,0.0,0.0,tcp,telnet,S0,DoS
0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64,56,0.88,0.03,0.88,0.0,0.0,0.0,0.0,0.0,udp,private,SF,Probe
0,226,422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,43,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,47,255,1.0,0.0,0.02,0.13,0.0,0.0,0.68,0.67,tcp,http,REJ,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,4,1.0,1.0,0.0,0.0,0.03,0.05,0.0,255,4,0.02,0.05,0.0,0.0,1.0,1.0,0.0,0.0,tcp,uucp_path,S0,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.58,0.56,0.0,0.0,0.0,0.56,1.0,tcp,private,REJ,Probe
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,88,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,18,0.0,0.0,1.0,1.0,0.17,0.07,0.0,255,18,0.07,0.07,0.0,0.0,0.0,0.0,1.0,1.0,tcp,login,RSTO,DoS
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,104,0.0,0.0,0.0,0.0,0.91,0.02,0.0,255,180,0.71,0.04,1.0,0.0,0.0,0.0,0.0,0.0,udp,private,SF,Probe
0,607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142,49,0.2,0.04,0.2,0.04,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,Normal
0,274,3174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,8,255,1.0,0.0,0.12,0.05,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,17,1.0,1.0,0.0,0.0,0.06,0.06,0.0,255,17,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0.0,tcp,systat,S0,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,18,1.0,1.0,0.0,0.0,0.14,0.05,0.0,255,3,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0.0,0.0,0.0,0.0,0.3,0.2,0.0,255,38,0.15,0.33,0.84,0.0,0.02,0.0,0.14,0.0,udp,private,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,13,1.0,1.0,0.0,0.0,0.09,0.06,0.0,255,7,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0.0,tcp,uucp,S0,DoS
0,323,8763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0.0,0.0,0.0,0.0,1.0,0.0,0.8,145,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,2,0.0,0.0,1.0,1.0,0.0,0.52,0.0,255,2,0.01,0.51,1.0,0.0,0.0,0.0,1.0,1.0,tcp,private,RSTR,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,20,1.0,1.0,0.0,0.0,0.13,0.06,0.0,255,20,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,195,1761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,3,1.0,1.0,0.0,0.0,0.01,0.06,0.0,255,1,0.0,0.09,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,35,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,24,1.0,1.0,0.0,0.0,0.09,0.05,0.0,255,24,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0.0,tcp,time,S0,DoS
0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2,0.33,0.67,0.33,1.0,0.0,0.0,0.0,0.0,tcp,auth,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,7,1.0,1.0,0.0,0.0,0.03,0.06,0.0,255,7,0.03,0.05,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,36,1.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,R2L
0,322,2668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,33,0.0,0.0,0.0,0.0,1.0,0.0,0.21,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,117,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,icmp,eco_i,SF,Probe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,12,1.0,1.0,0.0,0.0,0.08,0.06,0.0,255,18,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,tcp,private,S0,DoS
0,230,8487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,319,4050,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,Normal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,2,0.0,0.0,1.0,1.0,0.01,0.06,0.0,255,2,0.01,0.08,0.0,0.0,0.0,0.0,1.0,1.0,tcp,uucp_path,REJ,DoS
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,8,1.0,1.0,0.0,0.0,0.03,0.06,0.0,255,8,0.03,0.05,0.0,0.0,1.0,1.0,0.0,0.0,tcp,domain,S0,DoS
